,forecast issue date,station name,forecasted date,lead time,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
3224,2014-03-04,chire_em_megaza_mutamba,2014-03-06,1,1841.7188,1842.9062,1839.75,1849.4375,1840.1562,1843.0312,1840.7812,1843.8438,1839.875,1845.0,1840.0625
3225,2014-03-04,chire_em_megaza_mutamba,2014-03-07,2,1813.5312,1814.8125,1808.25,1834.1875,1808.625,1816.0938,1810.625,1818.9375,1808.4688,1817.125,1808.9688
3226,2014-03-04,chire_em_megaza_mutamba,2014-03-08,3,1795.0,1788.4688,1783.75,1824.7812,1782.5,1792.75,1784.5,1797.8438,1785.25,1788.7188,1783.6875
3227,2014-03-04,chire_em_megaza_mutamba,2014-03-09,4,1782.5,1762.9375,1764.1875,1829.9062,1762.5,1774.0312,1760.875,1779.125,1774.9688,1761.6875,1762.3438
3228,2014-03-04,chire_em_megaza_mutamba,2014-03-10,5,1769.875,1740.0,1747.1875,1838.1562,1746.0312,1764.875,1739.625,1760.3438,1774.8438,1739.0,1742.0625
3229,2014-03-04,chire_em_megaza_mutamba,2014-03-11,6,1754.0625,1719.75,1734.0,1834.8438,1734.3438,1757.1875,1722.8125,1741.2188,1779.0938,1724.7188,1723.4688
3231,2014-03-04,chire_em_vila_bocage,2014-03-06,1,1856.0312,1856.75,1854.9062,1860.0625,1855.1562,1856.6875,1855.5,1857.1562,1855.0,1858.0312,1855.0938
3232,2014-03-04,chire_em_vila_bocage,2014-03-07,2,1825.375,1826.9688,1821.5938,1840.8125,1822.0938,1827.625,1823.4375,1829.625,1821.7812,1829.4062,1822.1562
3233,2014-03-04,chire_em_vila_bocage,2014-03-08,3,1802.5938,1800.0,1794.0312,1828.4688,1793.5312,1802.7812,1795.7812,1806.9688,1794.6562,1801.1875,1794.4062
3234,2014-03-04,chire_em_vila_bocage,2014-03-09,4,1788.1562,1774.0312,1772.6875,1827.4375,1771.0312,1781.8125,1771.1562,1787.3438,1778.7812,1773.3438,1771.6562
3235,2014-03-04,chire_em_vila_bocage,2014-03-10,5,1775.875,1749.8438,1754.5312,1836.0938,1753.1875,1768.375,1748.7812,1768.75,1774.5,1748.4375,1750.9375
3236,2014-03-04,chire_em_vila_bocage,2014-03-11,6,1761.4062,1728.5,1739.8438,1838.0312,1739.2812,1761.25,1729.9688,1749.6562,1778.125,1730.5625,1731.5312
3238,2014-03-04,limpopo__combomune,2014-03-06,1,273.59375,264.03125,268.90625,274.34375,266.0625,267.34375,261.9375,278.8125,265.3125,301.5,269.03125
3239,2014-03-04,limpopo__combomune,2014-03-07,2,696.5625,607.65625,628.8125,671.25,632.625,632.40625,586.84375,671.78125,638.0625,844.90625,604.46875
3240,2014-03-04,limpopo__combomune,2014-03-08,3,1154.5938,917.28125,1018.78125,1027.6875,1000.09375,971.4375,909.15625,1058.2812,1005.75,1330.9062,869.0
3241,2014-03-04,limpopo__combomune,2014-03-09,4,1317.9375,967.53125,1116.75,1043.1562,1087.7812,1039.875,1036.2188,1173.6562,1063.25,1410.5938,901.65625
3242,2014-03-04,limpopo__combomune,2014-03-10,5,1223.75,897.21875,1039.7188,889.09375,990.25,948.125,1022.875,1131.125,931.875,1244.5312,806.84375
3243,2014-03-04,limpopo__combomune,2014-03-11,6,1097.6875,863.78125,1048.3438,759.25,913.9375,837.03125,1078.0312,1225.1875,779.625,1073.7812,730.8125
3245,2014-03-04,limpopo_em_chokwe,2014-03-06,1,221.53125,221.125,222.90625,226.0,216.1875,219.59375,217.78125,219.875,217.75,220.90625,216.75
3246,2014-03-04,limpopo_em_chokwe,2014-03-07,2,392.96875,384.34375,385.0625,396.84375,374.65625,385.75,374.71875,393.75,374.40625,425.03125,380.0625
3247,2014-03-04,limpopo_em_chokwe,2014-03-08,3,885.21875,779.5625,820.9375,850.375,808.78125,809.40625,769.40625,858.65625,810.625,1045.9375,768.96875
3248,2014-03-04,limpopo_em_chokwe,2014-03-09,4,1409.625,1140.6875,1278.4688,1258.7812,1243.6875,1211.4688,1249.3438,1350.75,1226.2188,1591.5938,1105.1875
3249,2014-03-04,limpopo_em_chokwe,2014-03-10,5,1593.2188,1239.9688,1652.0312,1346.5,1468.5938,1393.3438,1963.2812,2002.375,1316.1562,1755.7188,1311.2812
3250,2014-03-04,limpopo_em_chokwe,2014-03-11,6,1642.0312,1206.5312,1968.0625,1469.5312,1769.0938,1678.75,2101.25,2321.9375,1209.0938,1931.8125,1613.2188
3252,2014-03-04,limpopo_em_macaretane,2014-03-06,1,239.6875,238.53125,241.8125,243.625,234.1875,237.0,235.59375,238.8125,235.90625,240.09375,235.78125
3253,2014-03-04,limpopo_em_macaretane,2014-03-07,2,474.8125,457.0625,460.9375,475.4375,450.25,459.46875,447.1875,475.75,449.90625,526.09375,455.78125
3254,2014-03-04,limpopo_em_macaretane,2014-03-08,3,1009.84375,874.46875,931.65625,959.71875,918.71875,912.28125,868.96875,973.28125,920.1875,1189.125,861.0625
3255,2014-03-04,limpopo_em_macaretane,2014-03-09,4,1478.8438,1185.0312,1338.8125,1302.5312,1299.5625,1260.4688,1357.5312,1434.375,1274.4062,1647.875,1146.6875
3256,2014-03-04,limpopo_em_macaretane,2014-03-10,5,1600.0938,1238.5,1739.4375,1352.3125,1518.25,1433.5312,2057.4375,2117.5312,1309.1562,1779.0,1371.5
3257,2014-03-04,limpopo_em_macaretane,2014-03-11,6,1658.2188,1199.8438,1980.0938,1497.2812,1799.5938,1713.9688,2088.5312,2329.625,1181.1562,1951.9688,1632.625
3259,2014-03-04,limpopo_em_mapai,2014-03-06,1,499.53125,469.3125,470.125,488.96875,483.75,478.1875,459.84375,486.0,480.46875,594.53125,467.28125
3260,2014-03-04,limpopo_em_mapai,2014-03-07,2,973.65625,818.4375,863.875,900.9375,867.46875,860.65625,795.03125,901.25,882.65625,1157.125,783.40625
3261,2014-03-04,limpopo_em_mapai,2014-03-08,3,1292.5625,983.3125,1125.1875,1074.1875,1086.25,1049.4688,1014.21875,1164.5938,1084.4062,1431.4062,915.75
3262,2014-03-04,limpopo_em_mapai,2014-03-09,4,1293.9688,925.5625,1086.4375,958.71875,1040.125,1001.65625,1037.5,1149.75,1005.28125,1344.2812,854.46875
3263,2014-03-04,limpopo_em_mapai,2014-03-10,5,1140.0938,859.15625,1006.375,792.125,925.28125,875.625,1019.90625,1114.6562,836.375,1134.6562,740.625
3264,2014-03-04,limpopo_em_mapai,2014-03-11,6,1059.4688,871.5625,1123.4375,723.1875,909.53125,790.34375,1176.6875,1327.6875,710.90625,1013.5,740.625
3266,2014-03-04,limpopo_em_sicacate,2014-03-06,1,189.09375,191.28125,189.25,192.15625,186.78125,188.90625,188.84375,188.28125,186.59375,190.65625,185.875
3267,2014-03-04,limpopo_em_sicacate,2014-03-07,2,231.25,233.53125,230.9375,236.875,229.21875,231.59375,227.09375,230.625,229.0625,235.375,225.1875
3268,2014-03-04,limpopo_em_sicacate,2014-03-08,3,459.25,433.0,439.625,457.15625,426.28125,440.34375,419.46875,454.9375,427.0,529.21875,423.0625
3269,2014-03-04,limpopo_em_sicacate,2014-03-09,4,1053.4688,885.6875,972.625,979.21875,936.53125,931.875,896.65625,1006.0625,939.34375,1245.5625,862.625
3270,2014-03-04,limpopo_em_sicacate,2014-03-10,5,1492.7812,1183.125,1390.625,1294.5625,1314.75,1269.9688,1521.1562,1581.375,1267.9062,1660.0,1159.2188
3271,2014-03-04,limpopo_em_sicacate,2014-03-11,6,1608.0625,1231.9375,1808.0625,1383.4062,1594.125,1503.0938,2062.125,2195.7188,1280.8438,1829.4375,1437.3438
3273,2014-03-04,limpopo_em_xaixai,2014-03-06,1,185.40625,191.75,184.6875,188.59375,184.15625,188.15625,187.34375,185.15625,182.59375,190.1875,181.84375
3274,2014-03-04,limpopo_em_xaixai,2014-03-07,2,217.59375,225.625,216.8125,224.75,217.65625,222.75,215.53125,217.40625,213.84375,221.28125,210.59375
3275,2014-03-04,limpopo_em_xaixai,2014-03-08,3,357.875,352.125,346.34375,363.875,341.28125,354.53125,336.125,357.46875,337.78125,397.6875,335.5625
3276,2014-03-04,limpopo_em_xaixai,2014-03-09,4,866.21875,749.6875,806.4375,821.8125,774.375,782.0,743.9375,836.59375,777.3125,1034.9375,724.4375
3277,2014-03-04,limpopo_em_xaixai,2014-03-10,5,1401.9062,1125.9375,1291.875,1238.9062,1230.3438,1199.5625,1330.875,1420.375,1205.5625,1583.0625,1090.0625
3278,2014-03-04,limpopo_em_xaixai,2014-03-11,6,1598.3125,1236.5938,1700.7188,1365.4062,1515.4688,1434.9688,1969.6562,2073.9688,1298.1875,1787.2812,1350.375
3280,2014-03-04,luenhaluenha_i,2014-03-06,1,128.5625,128.75,128.53125,128.5625,128.625,128.625,128.5625,128.59375,128.5625,128.59375,128.53125
3281,2014-03-04,luenhaluenha_i,2014-03-07,2,122.09375,122.28125,122.09375,122.125,122.15625,122.15625,122.0625,122.125,122.09375,122.09375,122.0625
3282,2014-03-04,luenhaluenha_i,2014-03-08,3,116.8125,117.0,116.8125,116.90625,116.90625,116.875,116.78125,116.84375,116.84375,116.8125,116.75
3283,2014-03-04,luenhaluenha_i,2014-03-09,4,111.4375,111.6875,111.28125,111.71875,111.5,111.46875,111.4375,111.40625,111.375,111.46875,111.25
3284,2014-03-04,luenhaluenha_i,2014-03-10,5,105.625,105.90625,105.125,106.3125,105.59375,105.5625,105.71875,105.34375,105.375,105.59375,105.0625
3285,2014-03-04,luenhaluenha_i,2014-03-11,6,99.6875,99.8125,98.9375,101.0,99.40625,99.375,99.875,98.875,99.1875,99.28125,98.53125
3287,2014-03-04,revubue_em_chingodzi,2014-03-06,1,355.125,356.5625,354.75,356.28125,354.78125,355.84375,354.875,355.1875,354.75,355.71875,354.75
3288,2014-03-04,revubue_em_chingodzi,2014-03-07,2,340.03125,344.46875,338.375,344.4375,338.375,341.78125,338.75,340.59375,338.21875,341.625,338.4375
3289,2014-03-04,revubue_em_chingodzi,2014-03-08,3,327.40625,332.09375,324.96875,336.375,323.28125,328.1875,324.1875,329.21875,324.09375,327.375,324.25
3290,2014-03-04,revubue_em_chingodzi,2014-03-09,4,317.71875,318.625,316.34375,331.65625,310.3125,315.125,310.375,319.5,314.3125,312.84375,310.6875
3291,2014-03-04,revubue_em_chingodzi,2014-03-10,5,309.25,305.09375,309.8125,328.90625,299.84375,304.625,298.75,309.625,309.375,299.40625,298.28125
3292,2014-03-04,revubue_em_chingodzi,2014-03-11,6,301.125,292.65625,303.65625,326.9375,290.15625,297.5625,288.125,298.3125,308.03125,289.46875,287.375
3294,2014-03-04,zambeze_em_caia_ss,2014-03-06,1,11409.1875,11412.406,11406.344,11413.031,11410.031,11408.031,11408.5625,11410.469,11406.25,11414.5625,11406.4375
3295,2014-03-04,zambeze_em_caia_ss,2014-03-07,2,11035.75,11044.406,11026.375,11055.375,11041.3125,11034.1875,11036.5625,11043.031,11027.031,11055.031,11028.031
3296,2014-03-04,zambeze_em_caia_ss,2014-03-08,3,10625.031,10637.406,10602.1875,10669.125,10627.844,10617.1875,10622.969,10636.125,10602.844,10651.219,10604.906
3297,2014-03-04,zambeze_em_caia_ss,2014-03-09,4,10202.844,10204.094,10158.4375,10279.031,10189.375,10181.8125,10187.4375,10207.875,10167.75,10215.8125,10162.281
3298,2014-03-04,zambeze_em_caia_ss,2014-03-10,5,9802.1875,9786.781,9737.3125,9927.344,9773.844,9787.5625,9777.156,9796.0,9771.3125,9801.3125,9742.906
3299,2014-03-04,zambeze_em_caia_ss,2014-03-11,6,9494.844,9453.4375,9441.469,9712.469,9451.844,9544.375,9454.406,9477.156,9483.281,9465.656,9426.281
3301,2014-03-04,zambeze_em_marromeu_sena_sugar,2014-03-06,1,11534.844,11537.0625,11533.094,11536.0,11535.281,11533.5625,11534.125,11535.219,11532.969,11537.594,11533.031
3302,2014-03-04,zambeze_em_marromeu_sena_sugar,2014-03-07,2,11187.125,11193.094,11181.281,11197.1875,11191.281,11185.625,11187.656,11190.906,11181.969,11199.75,11182.125
3303,2014-03-04,zambeze_em_marromeu_sena_sugar,2014-03-08,3,10792.6875,10804.375,10776.75,10821.9375,10798.9375,10787.625,10793.375,10801.469,10777.5,10817.5625,10779.125
3304,2014-03-04,zambeze_em_marromeu_sena_sugar,2014-03-09,4,10377.6875,10386.406,10344.094,10437.031,10373.3125,10363.375,10370.375,10385.3125,10348.625,10399.406,10347.5625
3305,2014-03-04,zambeze_em_marromeu_sena_sugar,2014-03-10,5,9970.969,9966.9375,9916.4375,10068.5,9951.219,9952.406,9953.75,9971.3125,9937.531,9980.9375,9922.25
3306,2014-03-04,zambeze_em_marromeu_sena_sugar,2014-03-11,6,9621.156,9596.125,9562.5625,9790.625,9586.219,9641.844,9594.4375,9610.219,9598.719,9610.781,9559.719
3308,2014-03-04,zambeze_em_tete,2014-03-06,1,355.78125,357.1875,355.40625,356.84375,355.46875,356.46875,355.5625,355.90625,355.4375,356.34375,355.40625
3309,2014-03-04,zambeze_em_tete,2014-03-07,2,340.59375,344.96875,339.25,344.84375,339.0,342.34375,339.34375,341.15625,338.84375,342.15625,339.03125
3310,2014-03-04,zambeze_em_tete,2014-03-08,3,327.875,332.625,325.59375,336.6875,323.875,328.71875,324.71875,329.65625,324.59375,327.96875,324.8125
3311,2014-03-04,zambeze_em_tete,2014-03-09,4,318.375,319.1875,316.75,331.96875,310.78125,315.625,310.90625,319.875,314.65625,313.4375,311.21875
3312,2014-03-04,zambeze_em_tete,2014-03-10,5,309.78125,305.625,310.1875,329.34375,300.375,305.0,299.8125,310.0625,309.5625,299.90625,298.78125
3313,2014-03-04,zambeze_em_tete,2014-03-11,6,301.5625,293.15625,304.375,327.4375,290.8125,297.8125,289.09375,298.84375,308.09375,289.8125,288.40625
3315,2014-03-04,zambeze_em_zumbo,2014-03-06,1,7240.5312,7257.8125,7227.5625,7247.0,7258.25,7238.5312,7263.8125,7243.625,7250.25,7271.0625,7241.75
3316,2014-03-04,zambeze_em_zumbo,2014-03-07,2,6897.0312,6939.6875,6845.375,6943.9688,6919.3125,6916.6562,6951.5938,6894.5,6898.9688,6972.7812,6903.4062
3317,2014-03-04,zambeze_em_zumbo,2014-03-08,3,6644.125,6702.8125,6537.0,7032.9688,6617.1875,7024.25,6751.0312,6622.1562,6619.625,6727.875,6634.0
3318,2014-03-04,zambeze_em_zumbo,2014-03-09,4,6554.2812,6528.4688,6314.5625,7478.0625,6371.5312,7186.3125,6805.0938,6475.6562,6425.5938,6660.0312,6429.875
3319,2014-03-04,zambeze_em_zumbo,2014-03-10,5,6939.9375,6785.0,6294.4062,7624.125,6362.1875,6960.1875,7214.25,6770.0938,6479.0938,6952.3125,6622.7812
3320,2014-03-04,zambeze_em_zumbo,2014-03-11,6,6983.8438,6783.7812,6691.8438,7888.4375,6621.3125,6797.8438,7124.5312,6708.1875,6813.4062,6832.75,6752.25
