station_id,station_name,river_name,longitude,latitude,forecast_issue_date,valid_time,total_members,threshold_bankfull,threshold_moderate,threshold_severe,bankfull_exceeding,moderate_exceeding,severe_exceeding,bankfull_percentage,moderate_percentage,severe_percentage
86,massangena,Save,32.975,-21.525,2/28/14,3/4/14,50,3392,5450,6550,22,17,10,0.44,0.34,0.2
86,massangena,Save,32.975,-21.525,2/28/14,3/5/14,50,3392,5450,6550,17,9,18,0.34,0.18,0.36
86,massangena,Save,32.975,-21.525,2/28/14,3/6/14,50,3392,5450,6550,0,0,0,0,0,0
86,massangena,Save,32.975,-21.525,2/28/14,3/7/14,50,3392,5450,6550,0,0,0,0,0,0
90,gurue,Licungo,36.925,-15.475,2/28/14,3/1/14,50,25,69,107,0,0,0,0,0,0
90,gurue,Licungo,36.925,-15.475,2/28/14,3/2/14,50,25,69,107,0,0,0,0,0,0
90,gurue,Licungo,36.925,-15.475,2/28/14,3/3/14,50,25,69,107,32,17,7,0.64,0.34,0.14
90,gurue,Licungo,36.925,-15.475,2/28/14,3/4/14,50,25,69,107,41,19,22,0.82,0.38,0.44
90,gurue,Licungo,36.925,-15.475,2/28/14,3/5/14,50,25,69,107,18,22,19,0.36,0.44,0.38
90,gurue,Licungo,36.925,-15.475,2/28/14,3/6/14,50,25,69,107,0,0,0,0,0,0
90,gurue,Licungo,36.925,-15.475,2/28/14,3/7/14,50,25,69,107,0,0,0,0,0,0
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/1/14,50,948,2660,4670,0,0,0,0,0,0
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/2/14,50,948,2660,4670,0,0,0,0,0,0
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/3/14,50,948,2660,4670,28,17,33,0.56,0.34,0.66
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/4/14,50,948,2660,4670,18,30,13,0.36,0.6,0.26
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/5/14,50,948,2660,4670,33,18,17,0.66,0.36,0.34
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/6/14,50,948,2660,4670,0,0,0,0,0,0
91,mocuba,Licungo,37.025,-16.825,2/28/14,3/7/14,50,948,2660,4670,0,0,0,0,0,0
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/1/14,50,143,436,476,0,0,0,0,0,0
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/2/14,50,143,436,476,1,3,7,0.02,0.06,0.14
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/3/14,50,143,436,476,18,33,9,0.36,0.66,0.18
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/4/14,50,143,436,476,17,18,7,0.34,0.36,0.14
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/5/14,50,143,436,476,2,7,6,0.04,0.14,0.12
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/6/14,50,143,436,476,7,9,8,0.14,0.18,0.16
147,nairoto,Messalo,39.025,-12.575,2/28/14,3/7/14,50,143,436,476,0,0,0,0,0,0
456,goonda,Buzi,33.875,-19.875,2/28/14,3/1/14,50,1937,2620,3687,0,0,0,0,0,0
456,goonda,Buzi,33.875,-19.875,2/28/14,3/2/14,50,1937,2620,3687,11,22,6,0.22,0.44,0.12
456,goonda,Buzi,33.875,-19.875,2/28/14,3/3/14,50,1937,2620,3687,18,24,8,0.36,0.48,0.16
456,goonda,Buzi,33.875,-19.875,2/28/14,3/4/14,50,1937,2620,3687,17,13,9,0.34,0.26,0.18
456,goonda,Buzi,33.875,-19.875,2/28/14,3/5/14,50,1937,2620,3687,23,17,6,0.46,0.34,0.12
456,goonda,Buzi,33.875,-19.875,2/28/14,3/6/14,50,1937,2620,3687,0,0,0,0,0,0
456,goonda,Buzi,33.875,-19.875,2/28/14,3/7/14,50,1937,2620,3687,0,0,0,0,0,0
